楼	楼
院	院
别墅	别墅
公馆	公馆
大厦	大厦
综合楼	综合楼
套房	套房
单间	单间
住宅	住宅
办公楼	办公楼
教学楼	教学楼
宿舍	宿舍
商铺	商铺
仓库	仓库
岗亭	岗亭
车库	车库
商业楼	商业楼
公寓	公寓
房	房
房间	房间
门	门
车	车
线	线
路	路
站	站
站台	站台
教室	教室
会议室	会议室
病房	病房
病床	病床
床	床
桌	桌
椅	椅
机	机
机位	机位
工位	工位
窗口	窗口
柜台	柜台
摊位	摊位
店	店
铺	铺
档	档
展位	展位
展台	展台
电池	电池
